Word,Age Group,Difficulty Level
amoebic,9-10 years,Moderate
bechamel,9-10 years,Moderate
photocopying,11-12 years,Hard
exsanguination,11-12 years,Hard
lamivudine,11-12 years,Hard
epidemiologically,11-12 years,Hard
indent,7-8 years,Moderate
inveigle,9-10 years,Moderate
loiterer,9-10 years,Moderate
confluent,11-12 years,Moderate
fibro,7-8 years,Moderate
metaplasia,11-12 years,Hard
datura,7-8 years,Moderate
pretentiously,11-12 years,Hard
paresthesia,11-12 years,Hard
chanter,9-10 years,Moderate
replicability,11-12 years,Hard
precociously,11-12 years,Hard
chordal,9-10 years,Moderate
meninges,9-10 years,Moderate
spattering,11-12 years,Hard
coned,7-8 years,Moderate
guarding,9-10 years,Moderate
sympathiser,11-12 years,Hard
kleptomaniac,11-12 years,Hard
fondling,9-10 years,Moderate
untypical,11-12 years,Moderate
wade,5-6 years,Moderate
geekdom,9-10 years,Moderate
philistinism,11-12 years,Hard
anencephalic,11-12 years,Hard
tilth,7-8 years,Moderate
colorway,9-10 years,Moderate
marred,7-8 years,Moderate
doped,7-8 years,Moderate
ripcord,9-10 years,Moderate
hustling,9-10 years,Moderate
factious,9-10 years,Moderate
wasabi,7-8 years,Moderate
ungentlemanly,11-12 years,Hard
evaporite,11-12 years,Moderate
indecorous,11-12 years,Hard
superheroine,11-12 years,Hard
tormenter,11-12 years,Moderate
thermistor,11-12 years,Hard
gnomic,7-8 years,Moderate
hong,5-6 years,Moderate
grandstanding,11-12 years,Hard
cordage,9-10 years,Moderate
sporozoite,11-12 years,Hard
pured,7-8 years,Moderate
discontinuance,11-12 years,Hard
reproducer,11-12 years,Hard
obtrude,9-10 years,Moderate
damselfish,11-12 years,Hard
xenotransplantation,11-12 years,Hard
sportive,9-10 years,Moderate
croaking,9-10 years,Moderate
screamingly,11-12 years,Hard
harmfulness,11-12 years,Hard
superfluid,11-12 years,Hard
embolus,9-10 years,Moderate
literalness,11-12 years,Hard
lapidary,9-10 years,Moderate
gastronomical,11-12 years,Hard
eyrie,7-8 years,Moderate
municipally,11-12 years,Hard
coltish,9-10 years,Moderate
thornbush,11-12 years,Moderate
phenological,11-12 years,Hard
severing,9-10 years,Moderate
gallant,9-10 years,Moderate
lasciviousness,11-12 years,Hard
uncollectible,11-12 years,Hard
surpassingly,11-12 years,Hard
transported,11-12 years,Hard
tentacled,11-12 years,Moderate
tattler,9-10 years,Moderate
homeplace,11-12 years,Moderate
hammerlock,11-12 years,Hard
partaking,11-12 years,Moderate
spaced,7-8 years,Moderate
meningeal,11-12 years,Moderate
pushed,7-8 years,Moderate
darwinian,11-12 years,Moderate
browning,9-10 years,Moderate
byronic,9-10 years,Moderate
overexertion,11-12 years,Hard
reinvestigate,11-12 years,Hard
nubuck,7-8 years,Moderate
decoupage,11-12 years,Moderate
chloramphenicol,11-12 years,Hard
woodchip,9-10 years,Moderate
spendy,7-8 years,Moderate
consequentially,11-12 years,Hard
minoan,7-8 years,Moderate
trollish,9-10 years,Moderate
switchover,11-12 years,Hard
impliedly,11-12 years,Moderate
raki,5-6 years,Moderate
photodiode,11-12 years,Hard
dueling,9-10 years,Moderate
muscarinic,11-12 years,Hard
amorite,9-10 years,Moderate
atrioventricular,11-12 years,Hard
algebraically,11-12 years,Hard
moldavian,11-12 years,Moderate
toiler,7-8 years,Moderate
humiliatingly,11-12 years,Hard
durational,11-12 years,Hard
laager,7-8 years,Moderate
uncirculated,11-12 years,Hard
sunyata,9-10 years,Moderate
testamentary,11-12 years,Hard
womanliness,11-12 years,Hard
sensitized,11-12 years,Hard
filmer,7-8 years,Moderate
stanky,7-8 years,Moderate
hedger,7-8 years,Moderate
postnational,11-12 years,Hard
onionskin,11-12 years,Moderate
depositary,11-12 years,Hard
calculative,11-12 years,Hard
postfeminist,11-12 years,Hard
blustering,11-12 years,Hard
positioner,11-12 years,Hard
radiometer,11-12 years,Hard
heathenism,11-12 years,Hard
xylose,7-8 years,Moderate
feedthrough,11-12 years,Hard
cramming,9-10 years,Moderate
grotty,7-8 years,Moderate
turkmen,9-10 years,Moderate
gossiping,11-12 years,Moderate
injudicious,11-12 years,Hard
toughened,11-12 years,Moderate
roosting,9-10 years,Moderate
inapt,7-8 years,Moderate
lithic,7-8 years,Moderate
waterproof,11-12 years,Hard
snick,7-8 years,Moderate
pipeline,9-10 years,Moderate
myoepithelial,11-12 years,Hard
backflow,9-10 years,Moderate
adduction,11-12 years,Moderate
masjid,7-8 years,Moderate
affirmance,11-12 years,Hard
acetyl,7-8 years,Moderate
anthropoid,11-12 years,Hard
exigence,9-10 years,Moderate
unhelpfully,11-12 years,Hard
epicurean,11-12 years,Moderate
unkillable,11-12 years,Hard
tantalizing,11-12 years,Hard
lubricious,11-12 years,Hard
cordovan,9-10 years,Moderate
heuchera,9-10 years,Moderate
choc,5-6 years,Moderate
nuclearization,11-12 years,Hard
carib,7-8 years,Moderate
defective,11-12 years,Moderate
chapman,9-10 years,Moderate
descender,11-12 years,Moderate
osteopenia,11-12 years,Hard
discomforting,11-12 years,Hard
nymphet,9-10 years,Moderate
daidzein,9-10 years,Moderate
freebooter,11-12 years,Hard
medallist,11-12 years,Moderate
crowdsource,11-12 years,Hard
corer,7-8 years,Moderate
scrounger,11-12 years,Moderate
wonderous,11-12 years,Moderate
intellectualization,11-12 years,Hard
superfluidity,11-12 years,Hard
upthrust,9-10 years,Moderate
letterform,11-12 years,Hard
pityingly,11-12 years,Moderate
hussar,7-8 years,Moderate
hypericum,11-12 years,Moderate
nazarene,9-10 years,Moderate
adventism,11-12 years,Moderate
dragoon,9-10 years,Moderate
adverbial,11-12 years,Moderate
dovetailing,11-12 years,Hard
slovenliness,11-12 years,Hard
bacchanalian,11-12 years,Hard
cobwebby,9-10 years,Moderate
thralldom,11-12 years,Moderate
mudskipper,11-12 years,Hard
shrieking,11-12 years,Moderate
fuming,7-8 years,Moderate
lamellar,9-10 years,Moderate
liquorice,11-12 years,Moderate
supernal,9-10 years,Moderate
sweetish,9-10 years,Moderate
tunica,7-8 years,Moderate
periodontist,11-12 years,Hard
prosaically,11-12 years,Hard
metacarpal,11-12 years,Hard
olefin,7-8 years,Moderate
disestablish,11-12 years,Hard
buzzsaw,9-10 years,Moderate
parasail,9-10 years,Moderate
deliverability,11-12 years,Hard
byelorussian,11-12 years,Hard
disembarkation,11-12 years,Hard
chomper,9-10 years,Moderate
spicule,9-10 years,Moderate
creamsicle,11-12 years,Hard
lowliness,11-12 years,Moderate
taxidermied,11-12 years,Hard
isotropy,9-10 years,Moderate
kenotic,9-10 years,Moderate
ravaging,9-10 years,Moderate
ungraspable,11-12 years,Hard
walla,7-8 years,Moderate
pizzicato,11-12 years,Moderate
immunomodulatory,11-12 years,Hard
adenopathy,11-12 years,Hard
axiomatically,11-12 years,Hard
colorimetric,11-12 years,Hard
androcentric,11-12 years,Hard
smush,7-8 years,Moderate
lacklustre,11-12 years,Hard
enviably,9-10 years,Moderate
sabayon,9-10 years,Moderate
interrogatory,11-12 years,Hard
turfgrass,11-12 years,Moderate
screwworm,11-12 years,Moderate
securing,9-10 years,Moderate
consolatory,11-12 years,Hard
frappe,7-8 years,Moderate
chiffonade,11-12 years,Hard
plasticine,11-12 years,Hard
observationally,11-12 years,Hard
precip,7-8 years,Moderate
desalinated,11-12 years,Hard
reopened,9-10 years,Moderate
carnelian,11-12 years,Moderate
disposability,11-12 years,Hard
decertification,11-12 years,Hard
highlife,9-10 years,Moderate
cremains,9-10 years,Moderate
seismological,11-12 years,Hard
scripturally,11-12 years,Hard
sawbones,9-10 years,Moderate
sulfonamide,11-12 years,Hard
unreconciled,11-12 years,Hard
literarily,11-12 years,Hard
unhesitating,11-12 years,Hard
lavishness,11-12 years,Hard
genitourinary,11-12 years,Hard
expressionlessly,11-12 years,Hard
archaism,9-10 years,Moderate
mudstone,9-10 years,Moderate
immunosuppressed,11-12 years,Hard
responsively,11-12 years,Hard
abstractedly,11-12 years,Hard
siphonophore,11-12 years,Hard
marchesa,9-10 years,Moderate
accretive,11-12 years,Moderate
badge,7-8 years,Moderate
musicological,11-12 years,Hard
pharmacogenomics,11-12 years,Hard
extensional,11-12 years,Hard
wanderer,9-10 years,Moderate
loaned,7-8 years,Moderate
reconditioned,11-12 years,Hard
indrawn,9-10 years,Moderate
sablefish,11-12 years,Moderate
transcendently,11-12 years,Hard
intraracial,11-12 years,Hard
symptomless,11-12 years,Hard
historiographer,11-12 years,Hard
womenswear,11-12 years,Hard
misconstrued,11-12 years,Hard
conterminous,11-12 years,Hard
crenellated,11-12 years,Hard
fetchingly,11-12 years,Hard
squatting,11-12 years,Moderate
stuccoed,9-10 years,Moderate
freestone,11-12 years,Moderate
cholangitis,11-12 years,Hard
diastole,9-10 years,Moderate
overbooked,11-12 years,Hard
chalcedonian,11-12 years,Hard
paratha,9-10 years,Moderate
ostracization,11-12 years,Hard
nonqualified,11-12 years,Hard
quarantining,11-12 years,Hard
stabilizing,11-12 years,Hard
prickling,11-12 years,Moderate
cosigner,9-10 years,Moderate
wilhelmine,11-12 years,Hard
hittable,9-10 years,Moderate
islamophobia,11-12 years,Hard
interpellation,11-12 years,Hard
townsite,9-10 years,Moderate
impelled,9-10 years,Moderate
unprivileged,11-12 years,Hard
lithographed,11-12 years,Hard
underuse,9-10 years,Moderate
perverseness,11-12 years,Hard
dustbuster,11-12 years,Hard
namibian,9-10 years,Moderate
bib,5-6 years,Moderate
assortative,11-12 years,Hard
acedia,7-8 years,Moderate
macroeconomy,11-12 years,Hard
slouching,11-12 years,Moderate
ditsy,7-8 years,Moderate
mobilizer,11-12 years,Moderate
thymine,9-10 years,Moderate
dunghill,9-10 years,Moderate
phalange,9-10 years,Moderate
snowballing,11-12 years,Hard
unembellished,11-12 years,Hard
ethnobotany,11-12 years,Hard
intellection,11-12 years,Hard
hospitably,11-12 years,Hard
hanseatic,11-12 years,Moderate
misconceived,11-12 years,Hard
containable,11-12 years,Hard
compulsiveness,11-12 years,Hard
merrymaker,11-12 years,Hard
stomper,9-10 years,Moderate
clayey,7-8 years,Moderate
poisson,9-10 years,Moderate
debauch,9-10 years,Moderate
blowpipe,9-10 years,Moderate
prelapsarian,11-12 years,Hard
reductionistic,11-12 years,Hard
overdramatize,11-12 years,Hard
overfished,11-12 years,Hard
reseat,7-8 years,Moderate
outcross,9-10 years,Moderate
boffin,7-8 years,Moderate
polyploid,11-12 years,Moderate
verifier,9-10 years,Moderate
standardise,11-12 years,Hard
patting,9-10 years,Moderate
servanthood,11-12 years,Hard
scrutinized,11-12 years,Hard
wiretapped,11-12 years,Hard
entablature,11-12 years,Hard
unfollowed,11-12 years,Hard
gastronome,11-12 years,Hard
muscatel,9-10 years,Moderate
icepick,9-10 years,Moderate
monoamine,11-12 years,Moderate
mangosteen,11-12 years,Hard
motoric,9-10 years,Moderate
niggle,7-8 years,Moderate
hydroquinone,11-12 years,Hard
anarchical,11-12 years,Hard
humorlessly,11-12 years,Hard
edibility,11-12 years,Moderate
smiler,7-8 years,Moderate
underlay,9-10 years,Moderate
rapini,7-8 years,Moderate
inadvertence,11-12 years,Hard
sailer,7-8 years,Moderate
transposed,11-12 years,Hard
goodman,9-10 years,Moderate
ultrafiltration,11-12 years,Hard
sculler,9-10 years,Moderate
consolingly,11-12 years,Hard
finned,7-8 years,Moderate
splay,7-8 years,Moderate
vibrance,9-10 years,Moderate
clamping,9-10 years,Moderate
possessory,11-12 years,Hard
nucleolus,11-12 years,Moderate
outstay,9-10 years,Moderate
desultorily,11-12 years,Hard
cetacean,9-10 years,Moderate
parallelization,11-12 years,Hard
reinsertion,11-12 years,Hard
nonreproductive,11-12 years,Hard
bootlace,9-10 years,Moderate
occlusal,9-10 years,Moderate
pleura,7-8 years,Moderate
punishingly,11-12 years,Hard
fox,5-6 years,Moderate
measureless,11-12 years,Hard
crampy,7-8 years,Moderate
conventionalism,11-12 years,Hard
grass,7-8 years,Moderate
lusciously,11-12 years,Hard
honeycombed,11-12 years,Hard
synchronistic,11-12 years,Hard
ingenuously,11-12 years,Hard
surfacing,11-12 years,Moderate
unmissable,11-12 years,Hard
epigone,9-10 years,Moderate
uncoerced,11-12 years,Moderate
underdrawing,11-12 years,Hard
leavening,11-12 years,Moderate
expatiate,11-12 years,Moderate
aquavit,9-10 years,Moderate
restenosis,11-12 years,Hard
nerdiness,11-12 years,Moderate
adventuress,11-12 years,Hard
siltstone,11-12 years,Moderate
malamute,9-10 years,Moderate
signaler,9-10 years,Moderate
mousehole,11-12 years,Moderate
billon,7-8 years,Moderate
humidification,11-12 years,Hard
applecart,11-12 years,Moderate
soundwave,11-12 years,Moderate
lectionary,11-12 years,Hard
uniformitarian,11-12 years,Hard
essentialist,11-12 years,Hard
followership,11-12 years,Hard
taurine,9-10 years,Moderate
tucked,7-8 years,Moderate
seediness,11-12 years,Moderate
conjunctiva,11-12 years,Hard
fathering,11-12 years,Moderate
hemorrhaging,11-12 years,Hard
footwell,9-10 years,Moderate
playset,9-10 years,Moderate
ology,7-8 years,Moderate
noncoding,11-12 years,Moderate
detox,7-8 years,Moderate
cavil,7-8 years,Moderate
carthusian,11-12 years,Hard
descendent,11-12 years,Hard
cadenced,9-10 years,Moderate
overbalance,11-12 years,Hard
